identifier;max volume(M.m3/year);source volume(M.m3/year);real volume(M.m3/year)
Module #SC100716K;29.291;26.322;26.038775280000007
Module #WI100316Q;46.835;43.995;43.548357599999996
Plant #BV200130N;1033.653;1032.401;1013.70281591
Plant #QY200725K;1061.746;1054.862;1023.04626452
Plant #CJ300038N;1100.187;985.689;969.10223951
Unit #OL000389A;6.637;6.608;6.536501440000001
Module #WV100838B;75.792;66.131;65.48116699
Plant #MJ200620L;446.829;444.349;436.50283272999997
Module #TH100590D;107.519;102.446;101.516562
Plant #LS200258Q;758.279;706.306;693.2557732600001
Facility complex #UH400065O;2719.034;2503.212;2423.89766565
Module #GP100352P;103.437;100.1;99.14915703999999
Module #KZ100836W;92.773;84.649;83.87720754
Module #VK100549M;80.178;69.026;68.38625952
Plant #HZ200815Z;805.66;782.352;768.1128530400001
Module #CR100528Q;90.698;77.495;76.72300017
Plant #DJ200226I;340.149;307.487;303.50473668
Module #ON101000C;78.62;72.615;71.95005171
Plant #KP300278W;1128.548;138.062;136.25570022
Plant #RD200164W;790.693;706.655;694.16057918
Module #QC100834R;104.105;101.764;100.84964818
Unit #XX000024J;1.79;1.587;1.57357398
Unit #NG000661U;4.446;3.859;3.8245391300000002
Unit #LQ000586J;8.797;8.228;8.15279608
Module #IR101211P;72.057;64.112;63.51945534
Unit #TJ001353N;2.568;2.356;2.3370342
Plant #VU200025F;230.179;218.626;216.06466249000002
Unit #RA001517C;1.929;1.78;1.7610251999999997
Unit #TH001563S;1.211;1.026;1.0166223600000002
Module #UC100600E;91.309;85.337;84.601425
Plant #XK200117Z;992.033;964.945;951.0581726600001
Plant #FW200109Y;476.078;415.456;408.05986705
Unit #AK001484D;5.902;5.421;5.36429634
Module #TW100812G;94.152;90.867;90.02278985
Module #HH100124I;91.044;79.79;78.98323588
Module #YQ100784P;107.354;104.737;103.77673485999999
Unit #TO001585G;6.371;5.944;5.881588000000001
Plant #YR300195B;2152.395;1868.312;1821.59030385
Module #VP100300O;99.272;97.154;96.18887081000001
Plant #KY200657T;1075.394;1034.909;1014.3744909300001
Plant #UT200782V;912.131;909.248;894.26440616
Module #VB100581M;92.086;83.022;82.19681773
Unit #QJ000967B;1.32;1.038;1.02786912
Module #NR100990E;93.463;88.808;87.97428409
Plant #KV300268K;5853.766;5097.716;4949.70692856
Unit #FQ000161Y;2.274;2.157;2.13633594
Module #JY100390T;48.656;48.093;47.58866734
Plant #VC200484R;450.19;387.284;382.05756434
Unit #SE000215Q;1.868;1.858;1.84107362
Plant #IT200197U;948.378;948.21;932.56931422
Plant #HL200096M;833.158;727.826;720.0600965800002
Unit #AG001521A;6.371;5.868;5.8165963199999995
Plant #WX300166A;1189.932;583.401;574.46935666
Module #UO100478U;109.074;108.396;106.75271663999999
Plant #DZ300039T;10935.44;10926.49;10478.047695919999
Plant #QA200652N;900.528;863.651;849.6819802
Module #BS100020B;65.095;63.806;63.14884892999999
Module #FY100224W;75.244;69.055;68.39184109
Plant #RZ200318R;803.839;699.008;687.23087104
Unit #OC000015F;5.325;5.172;5.11940076
Module #LG100260T;78.645;74.976;74.26517345999999
Unit #JF001060E;6.394;6.122;6.068493719999999
Plant #MD200356U;191.026;181.348;179.16575247
Module #BY100170S;109.668;106.31;104.70684519999999
Plant #HB200822D;521.908;507.258;497.3641702199999
Module #UA100570M;102.191;100.263;98.93852577
Module #DS100024H;103.067;99.055;97.86584652
Unit #TP001117U;10.168;8.884;8.791073359999999
Module #PZ100718Q;81.615;70.783;70.12655371000001
Module #PN100165F;35.714;33.399;33.123124260000004
Unit #TX001540E;5.788;5.243;5.1947644
Unit #XC001470B;6.882;6.156;6.09776424
Unit #DH001362X;7.476;7.133;7.06245463
Module #UE101223B;99.01;91.331;90.44767313
Module #UC100565P;56.06;55.328;54.80364886000001
Plant #ON200336X;970.291;869.784;853.59761458
Unit #IS000489U;6.127;6.002;5.9488823
Module #ND100031Z;97.473;93.062;92.26537137999999
Plant #ZV200317N;199.782;176.132;173.76990181
Unit #MB000481P;3.018;2.711;2.68657389
Plant #NJ300322X;7933.514;7694.901;7393.953439099998
Module #JD100005C;102.095;97.426;96.51732717
Plant #KF200595T;955.845;955.113;935.0483506799999
Unit #BH000645T;5.874;5.4;5.35221
Unit #AM000407C;2.969;2.852;2.82912696
Plant #PU300314K;1143.049;499.977;493.39707177
Plant #NO200630K;1035.886;940.84;924.38126834
Plant #BE300191X;1536.048;1310.692;1276.6672215
Module #MX100280D;102.848;89.21;88.2892303
Module #PQ100908T;91.069;83.82;83.0019322
Module #ZR100604W;105.065;100.621;99.06942418
Module #YH100090E;82.372;81.873;81.08904276
Unit #OB001509N;4.752;4.278;4.24189368
Module #XM100238C;69.639;64.758;64.06659619
Plant #GU200152C;108.912;65.445;64.77287157
Plant #BD200120H;122.914;108.607;107.55804112000001
Module #YD100134C;48.311;45.853;45.351368179999994
Module #HI100395I;104.018;92.583;91.75459459
Plant #IF200467U;954.21;866.259;841.0992461999999
Module #UZ100319N;49.221;42.63;42.17857668
Unit #DE000926A;6.781;5.954;5.9017238800000005
Unit #ML001059M;9.668;9.624;9.52776
Unit #LW000916L;5.615;4.921;4.87420129
Unit #VE001463I;5.562;5.398;5.34299438
Unit #LM000752Z;7.755;7.142;7.06543776
Module #GE101233Y;37.9;34.137;33.82153451
Unit #BS001265W;9.326;8.175;8.1042045
Module #RV100791D;38.524;37.648;37.28297489
Unit #HW000975A;5.448;5.172;5.130210239999999
Module #DA101005B;84.873;72.903;72.17566980000001
Unit #IF000469Z;8.263;8.127;8.05028112
Module #DC100437C;81.231;69.866;68.74674668
Unit #DJ001465J;9.864;9.706;9.60816352
Unit #LT000970Y;4.158;3.635;3.5967961500000003
Plant #CD200477G;821.305;789.622;777.85945448
Module #VV100623B;108.284;92.891;91.99023922
Plant #JU200046R;379.772;364.777;359.91578789
Module #EE100535K;79.413;68.037;67.35090367999999
Unit #RC000824C;1.198;0.608;0.6014396799999999
Unit #IC001570B;6.274;6.04;5.9809288
Plant #ZP300108B;5532.88;5374.74;5163.02542772
Module #BV100275T;92.283;80.226;79.47137122
Module #VE100021C;82.406;82.213;81.46061151999999
Module #QG100903N;51.5;44.978;44.54401622
Unit #BB000676X;6.649;6.499;6.440249039999999
Plant #PV300316B;1319.279;1130.079;1106.62831947
Module #ML100670I;34.633;31.536;31.268310780000004
Module #RR100674Z;101.019;96.003;94.57891394999999
Module #WD100262Z;56.423;49.405;48.94330462
Plant #SB200791X;915.349;900.484;885.49940945
Plant #DU200298M;1038.619;973.734;948.0256202999999
Unit #TT000331C;2.592;2.336;2.31154208
Plant #EQ200605W;1009.383;894.627;873.6419200600002
Module #HF100148M;97.589;90.742;89.87492039
Unit #DI000806V;7.345;6.655;6.59237645
Unit #MC000098N;6.567;5.951;5.89083539
Module #MW100010P;38.998;37.591;37.252391530000004
Unit #KT001135P;7.132;7.029;6.952594769999999
Module #BV100047H;63.027;55.612;55.12610325999999
Module #AG100359V;108.594;98.558;97.63867894
Module #QL101113N;107.959;99.938;99.02896539999999
Plant #KE200540S;125.263;61.783;61.163995650000004
Unit #HZ000391A;3.829;3.342;3.30921498
Module #QL100438I;78.989;67.767;67.08106728
Module #UQ101095R;105.793;102.001;100.96389376
Module #EK100923Y;94.149;83.341;82.54446975
Module #KZ100987M;61.01;60.941;60.384074909999995
Plant #ZP200006O;675.605;665.853;654.96681203
Module #HM100633J;95.201;89.708;88.85675771999999
Unit #NY000984W;3.414;3.28;3.2495944
Unit #DF000157W;7.232;6.666;6.603339599999999
Unit #AE000136U;1.268;1.132;1.12185728
Unit #DU001445T;7.511;7.435;7.3596834499999995
Plant #TF300295S;10948.552;10909.536;10470.6528442
Plant #NC200367N;228.858;197.19;194.79599737000004
Plant #BO200784X;898.199;896.924;883.4545091299999
Plant #ZS300021F;1157.805;520.836;512.37408267
Unit #TJ000889S;4.391;3.955;3.9116927500000003
Unit #TM001488U;1.233;0.55;0.5449014999999999
Module #YW100374W;104.422;97.569;96.68561908
Unit #YA000097N;1.465;1.401;1.38749436
Module #OM100372K;84.799;83.451;82.32691503000001
Plant #FO200489W;1067.942;1065.295;1047.46121758
Unit #YC001250S;7.229;6.436;6.37949192
Unit #ET000994Q;5.375;5.205;5.159143950000001
Unit #XQ000031W;3.598;3.073;3.0423314599999998
Unit #PM001230R;10.653;9.219;9.13086636
Module #BB100794S;90.628;79.133;78.40461487
Module #ZH100515M;108.067;106.818;105.82956231000001
Plant #EK200013X;997.33;968.809;938.73520383
Module #XX101199O;101.106;98.858;97.94050044000001
Plant #KJ200264X;116.313;56.918;56.37518768
Module #YV100589H;60.148;58.113;57.59694365
Plant #KN200347E;650.924;591.48;582.17769582
Module #CG100337Q;44.342;38.73;38.34612345
Plant #OJ200480Q;662.188;642.384;630.68520254
Module #UH100399V;53.891;51.149;50.65119122
Module #WH100067D;90.192;89.214;88.29221973000001
Plant #DZ200456S;789.977;737.56;725.40794667
Unit #DA000814B;1.151;0.558;0.55341882
Module #ME100461T;102.823;92.516;91.72798354
Plant #GU200349W;132.035;105.834;104.70703247
Plant #EK300132G;1987.015;1940.783;1902.29336277
Plant #MG300067A;1805.501;1740.656;1693.34771724
Module #VP100906S;77.627;73.132;72.4338702
Unit #LI000397X;6.079;5.254;5.19977872
Module #NG100872B;66.839;59.259;58.72754327
Module #WT100153R;98.73;97.803;96.90938667
Plant #JN200045W;270.448;270.318;265.54060144999994
Unit #AV001015J;6.746;6.696;6.6333924
Unit #JI001348E;3.441;3.244;3.21327932
Module #TT100120K;15.21;14.549;14.40147314
Module #AV101190T;92.956;92.235;91.05636371
Unit #QM000753S;8.764;7.595;7.515784149999999
Unit #AM000063S;3.602;3.369;3.3383757899999997
Module #RU101035I;104.176;102.718;101.27922822000001
Module #ME100755G;104.327;100.287;98.88186780000001
Plant #ZD200695S;123.288;57.695;57.10843612
Unit #QS000046K;3.605;3.173;3.1392392800000004
Unit #WL000797Y;6.235;5.996;5.9399374
Plant #FB200069U;109.64;52.065;51.53776833
Plant #AX200273D;572.292;513.51;505.5822466000001
Module #LX101130A;95.648;95.452;93.87990556
Module #DP100529L;66.026;57.042;56.52982282
Unit #RE000536D;8.048;7.016;6.9416304
Unit #DA001609J;1.326;0.892;0.8825715599999999
Module #DJ100227H;56.251;48.644;48.19617269
Plant #ER200285L;121.193;115.296;114.20651183
Plant #XO200239L;921.853;898.768;874.41679893
Unit #GV001012C;6.116;6.021;5.95976643
Unit #CE001516O;4.333;3.831;3.7892420999999996
Plant #DX200753K;798.381;680.582;668.86305564
Unit #NS000997P;4.366;3.799;3.75888256
Module #XQ100740I;65.709;61.135;60.56468288999999
Plant #BH200422V;127.251;16.075;15.935629749999999
Module #OO101053R;93.613;90.37;89.49916603000001
Module #GV100073L;20.954;20.909;20.722282630000002
Plant #DG300317F;1587.682;1548.928;1513.54906395
Module #QG100724N;78.368;70.464;69.85058104000001
Unit #CV000678V;5.404;4.754;4.713258219999999
Plant #RD300260K;1144.317;857.613;841.9365741500001
Plant #IV200232H;799.195;702.817;691.8779564800001
Module #VV100799G;42.896;38.394;37.989803359999996
Unit #VD000917A;7.146;6.841;6.784561749999999
Plant #PJ200742O;218.506;192.638;189.86286898999998
Plant #NX200663Z;156.242;139.454;137.7494682
Unit #AZ000170V;5.235;4.715;4.675535449999999
Plant #PV200085Z;613.033;567.344;556.86756686
Plant #YO300287V;1178.68;215.677;213.3233579
Plant #PW300064D;4874.213;4729.892;4537.506900190001
Plant #IV200187A;182.348;159.269;156.84985474
Unit #IF000179Q;3.324;3.07;3.0447645999999997
Plant #EC200385M;1062.914;994.483;977.16079663
Unit #WF000318A;1.277;1.262;1.25018768
Unit #WQ000720D;3.532;3.442;3.4075111600000003
Module #BQ100561K;72.81;69.852;69.17767546
Plant #LW200768B;183.348;173.783;171.54234047
Module #KA100422Q;48.648;45.734;45.2613432
Unit #TL001600J;9.809;9.482;9.396662000000001
Plant #VR200246W;250.086;240.754;237.73637378000004
Unit #WN000102W;7.694;7.638;7.5765141
Unit #KO000633S;8.194;7.066;7.0069989
Plant #BP300279U;3491.718;3199.789;3121.7322526900007
Unit #OK001105S;1.13;0.965;0.9564115
Plant #XT200730N;654.235;617.614;605.40740488
Unit #NG000271N;9.692;9.098;9.012569780000002
Unit #CQ001303T;2.834;2.475;2.4493342499999997
Plant #TD200236I;1092.455;1061.984;1042.7510242199999
Module #PW100635K;85.589;75.184;74.51972269000001
Plant #LB300270C;1131.954;195.404;193.70195731
Plant #YB200075F;179.804;178.432;175.91424494999998
Unit #NU000708Z;4.039;3.848;3.8144839200000002
Module #BU100351K;63.631;55.4;54.9125184
Unit #CT001038T;2.486;2.305;2.2810279999999996
Module #IT100298I;105.35;90.429;89.60363396
Module #QN100018O;99.289;97.784;96.91892873
Module #FA100580R;107.807;97.681;96.72792173
Module #IY100284C;77.157;75.169;74.50045492
Unit #ZR000989J;9.355;8.176;8.10519584
Plant #OE200142S;163.172;159.643;157.6187223
Module #KW100851R;105.495;99.911;98.99695418000002
Module #ZO101057I;106.506;105.628;104.39242996000002
Plant #BV200427Q;269.61;264.921;261.48040244
Unit #DL000036O;7.64;6.871;6.81541361
Plant #YD300072B;1213.912;350.071;345.24279939999997
Unit #TU000175R;8.554;7.741;7.66908611
Plant #NA200292D;132.67;129.4;127.29735328
Module #AM100126Q;96.281;94.904;94.00531337000001
Module #ZU100857F;92.944;86.305;85.47179162
Facility complex #SH400017R;3758.365;3245.037;3156.0152343600002
Unit #DQ001289A;2.275;2.124;2.1013581599999998
Plant #WY200584C;956.203;951.94;934.69306889
Plant #XI200522J;1057.954;1056.834;1026.49635055
Unit #AK000453H;6.956;6.152;6.09687808
Unit #JM001131A;4.311;3.862;3.82554272
Unit #EJ000242F;9.244;8.747;8.65541891
Module #OS101004D;37.397;34.545;34.23029505
Plant #QG200133S;1044.017;1042.246;1017.0764047600001
Unit #KP000248S;1.574;1.362;1.3510631400000002
Unit #JO001280S;4.355;4.027;3.98580379
Module #AJ100325B;93.151;80.448;79.68933424
Unit #AK000679F;2.848;2.743;2.7143356499999998
Unit #MZ000276Q;5.705;5.692;5.6375275600000005
Unit #RQ000621U;2.014;1.934;1.9163039
Module #BM100922R;108.289;96.319;95.44072394999999
Module #AE101127Z;13.275;11.371;11.266273089999999
Module #EA100236T;55.562;50.981;50.516596889999995
Module #OX100072J;104.215;100.13;99.17134805999999
Unit #XD000682K;2.147;2.081;2.06162589
Plant #VE200670Q;578.074;567.115;557.00683972
Module #UH100738Y;56.224;49.881;49.36457045
Plant #EO200611M;117.383;88.534;87.68501068
Unit #XP000805F;2.052;1.877;1.86042609
Unit #MW000840E;2.911;2.639;2.61556568
Plant #IX200302I;1036.045;1011.97;994.56311617
Plant #II300161C;2529.221;2212.725;2157.93882574
Plant #WL200499J;132.551;89.418;88.61194947999999
Unit #DP000332Z;1.119;0.547;0.5413768399999999
Module #JJ100427M;63.027;57.48;56.94381369
Module #NA100751I;85.176;84.56;83.78346929000001
Module #YI100189I;97.045;91.907;91.04613508000001
Plant #OK300228K;1178.955;132.736;131.41537472
Plant #YZ200560U;908.216;814.16;791.9987906799998
Facility complex #WI400005Y;2309.692;2234.67;2174.0519199799996
Unit #SF000865F;5.075;4.864;4.81531136
Module #GB100237B;69.799;59.616;59.03918314
Module #PQ100993B;76.838;72.527;71.49668080000001
Module #IR100456R;97.111;84.4;83.64067478
Module #RC100691X;98.512;87.649;86.78940857
Unit #EM001621Q;8.116;7.152;7.091637120000001
Plant #OC200251W;1020.206;1016.938;984.8173528800002
Module #JL100448V;76.821;72.977;72.37903977999999
Unit #SM001469M;1.169;0.618;0.61239474
Plant #LZ200810A;849.873;820.105;807.06901491
Unit #WD000384Y;5.996;5.207;5.15420102
Module #GB100364N;56.524;50.235;49.77786438
Plant #EF200520O;808.985;705.093;693.6239148799999
Unit #XK001252J;9.59;9.154;9.074726360000001
Module #EO100378B;78.56;77.43;76.70947854
Plant #HC300034S;3813.536;3405.485;3320.8448384999997
Module #MV101044X;100.441;100.043;98.94232115
Module #NM100976B;81.088;80.642;79.88456945
Unit #SH000030R;7.533;7.51;7.4373032
Unit #TI000231E;5.856;5.168;5.1235552
Module #QK100847D;76.532;70.058;69.47621817999999
Plant #KU200699P;120.786;62.426;61.86705206
Module #QF100482W;58.823;57.033;56.52903837000001
Unit #KI000353E;3.995;3.785;3.7521083500000003
Plant #KZ200505E;198.319;189.716;187.16859846
Unit #PV000292Y;2.823;2.735;2.7080055499999998
Module #IG100907M;76.788;74.294;73.56119611999999
Plant #RP200042H;921.822;920.971;906.63185005
Unit #QW000058Q;10.803;10.214;10.12524034
Module #XA100986M;77.694;69.328;68.65014744999999
Plant #QC200404C;1091.048;999.435;980.0325699199999
Module #HM100999B;87.856;79.672;78.92655656
Unit #VR000755A;7.293;7.285;7.2130242
Module #KP100343N;70.374;68.457;67.87101530999999
Unit #ZH000466Z;1.852;1.707;1.69179063
Unit #BT000228C;4.577;4.365;4.3179016500000005
Plant #UO200434B;708.494;665.685;654.57259434
Plant #EW300198X;1300.752;753.69;740.1371011
Plant #UW200044L;307.394;298.826;294.92045952
Unit #BQ001359E;5.974;5.873;5.81004144
Module #KF101001S;85.089;77.317;76.61689774
Unit #SQ001237V;1.242;1.148;1.1373580399999998
Unit #NL000424P;5.519;5.475;5.4274770000000006
Unit #BN001067J;2.53;2.417;2.39686639
Unit #LP000253L;7.39;6.577;6.50550801
Plant #NU200154O;842.007;832.451;817.49180039
Unit #HV001094Z;2.682;2.411;2.3883366
Module #PN101145J;77.199;71.437;70.71334318999999
Unit #YD000232B;1.541;1.375;1.36125
Unit #ZQ001620X;5.634;5.268;5.22185232
Unit #KB000979Q;5.773;5.725;5.66654775
Module #DI100931I;99.112;98.586;97.71216516999999
Unit #IU000107K;6.604;6.295;6.2292802
Plant #CC200124C;400.315;395.766;389.2473489100001
Unit #JJ001640T;4.81;4.733;4.6878945100000005
Unit #BJ000590I;2.273;1.963;1.9471389599999998
Unit #RK000306S;7.954;7.234;7.155004720000001
Module #YC100315Y;39.416;36.695;36.317660090000004
Module #US101096R;13.901;13.355;13.24669095
Module #HP100188E;30.108;29.591;29.33178284
Module #WB101152I;100.689;98.691;97.70566001
Module #NV100481G;98.684;91.731;90.86303901
Plant #JS200653O;167.954;158.061;156.17722705
Module #AZ100637J;48.517;47.327;46.89644937
Plant #VJ200402U;690.12;642.684;630.1010574000001
Unit #WQ000798G;8.885;8.514;8.437544280000001
Module #BS100472U;101.949;96.956;95.98915222999999
Module #GJ100146R;79.189;77.268;76.53127776
Unit #HI000471Y;5.432;5.091;5.03611902
Unit #SL000371M;6.864;6.317;6.25964164
Plant #LI300250S;1289.863;654.578;643.37668427
Unit #PI000821N;6.749;6.333;6.274609740000001
Module #PE100643D;87.38;76.578;75.82222088
Module #XZ100631L;69.153;62.032;61.419918560000006
Module #CT100040E;23.742;23.125;22.87733125
Unit #TV000317O;9.331;8.228;8.15625184
Plant #PU200361Q;402.995;353.129;347.42007875
Module #MY100416T;107.398;98.598;97.65528310000002
Module #XG100444P;65.893;63.893;63.25518337
Module #OW100717K;52.11;47.062;46.65789778
Module #HM100963P;101.572;99.254;98.25312854
Module #CT100433A;81.078;69.718;69.00535142000001
Unit #OD001014M;2.324;2.237;2.21794076
Plant #QP200114X;1018.1;1004.246;976.3781734999999
Unit #LM000216X;3.668;3.517;3.4877737299999994
Unit #SH000377F;7.518;7.078;7.00983886
Unit #EN000613W;10.722;10.007;9.92504267
Unit #GX001063L;6.869;6.042;5.989011660000001
Unit #OL001406H;4.374;3.976;3.93659784
Module #TM100094M;100.874;100.159;99.11910777
Unit #RG001393U;1.722;1.677;1.66135359
Module #ZV100607S;59.274;50.82;50.370242999999995
Plant #OY200021W;1099.996;1098.7;1072.6881550399999
Module #SB100909M;103.64;92.691;91.58018163999999
Unit #PN000622Y;2.48;2.175;2.15325
Module #MN100182K;93.231;84.299;83.52075511000001
Module #HU100185N;106.951;106.492;105.47433481
Unit #SZ000456H;8.76;7.455;7.39528545
Plant #DU200728U;307.852;271.138;268.06480704
Unit #BG000759F;7.886;7.122;7.045224839999999
Module #ES100628U;42.426;39.419;39.09379325
Unit #IW001224R;3.612;3.229;3.20145663
Plant #XI200177D;924.657;914.413;890.0600837600001
Unit #LQ000245H;9.704;9.056;8.975944960000001
Plant #KL200267A;212.968;201.163;198.71944374000003
Unit #NV000139F;10.004;9.984;9.89484288
Module #KU100484Z;82.817;79.872;78.88329272
Plant #XI200086K;804.626;725.374;713.3533437899999
Module #UM100056R;93.084;92.143;91.2585232
Module #CX100474X;60.519;57.844;57.22416478000001
Module #RH101022L;40.313;35.058;34.7109258
Unit #EA000423M;7.032;6.821;6.74671931
Unit #AI000061H;2.389;2.204;2.18495744
Unit #TJ000483R;3.891;3.555;3.5189878499999994
Plant #WY200253K;711.88;617.641;606.21704993
Plant #WS200729B;1098.649;1087.979;1063.6646449900002
Module #BE100077V;69.689;63.706;63.0403199
Unit #ZC000903L;7.294;6.842;6.7728958
Unit #FB000999E;1.313;0.934;0.92469736
Unit #BX001376W;1.57;1.396;1.3832405600000002
Module #MB100901W;90.832;88.222;87.3552113
Plant #KE200010N;295.473;261.686;258.11959192
Unit #LX000781G;4.184;3.58;3.5422667999999997
Unit #WX000048G;6.028;5.183;5.13044438
Module #LR101118I;40.131;35.101;34.75665919000001
Plant #KG200692I;368.033;354.518;350.20464109000005
Plant #DH200688B;126.258;69.628;68.97599037000002
Module #BK100852E;90.897;87.271;86.45342419
Module #LR100062V;79.383;70.772;70.16987768999999
Plant #CC300265Z;5605.819;5267.03;5129.91229208
Unit #HK000470L;7.437;6.428;6.37484044
Plant #KC200283C;470.779;444.138;437.77157951000004
Unit #QG000625O;9.868;8.811;8.739454680000001
Module #OX100846N;99.074;98.239;97.36355883
Plant #DH200720Z;569.048;556.426;546.5488158999999
Unit #OS000617E;3.416;3.023;2.99536978
Module #CL100914C;99.435;84.7;83.78477232
Module #UK100965F;109.219;102.955;102.01221928999998
Unit #ZF000718W;4.074;3.554;3.5232934399999998
Unit #EZ000803M;3.276;2.909;2.8799099999999997
Unit #XP001349L;5.641;5.35;5.292434
Module #SR100312P;107.389;104.976;103.69041297000001
Module #HX100303M;90.274;78.355;77.4084716
Unit #CD000971C;5.631;5.444;5.389668879999999
Plant #AT200591T;738.392;632.122;622.16163434
Plant #QQ200634W;996.152;942.034;925.6006538500001
Unit #OF001123N;4.778;4.692;4.64428236
Module #GU101046E;108.235;103.845;102.52382585000002
Plant #MF200740D;128.878;62.031;61.45153256999999
Module #KY100054F;79.049;70.63;70.05463710000001
Plant #UC200581S;259.081;249.849;246.66211249
Module #IH100574L;67.122;64.06;63.4620016
Unit #QD000595H;1.655;1.449;1.4361038999999998
Unit #SC001436I;3.862;3.49;3.4549255
Plant #XL200167B;754.969;652.459;641.82282925
Unit #TG001071Z;8.32;7.08;7.0083504
Unit #SV000680D;10.73;9.425;9.3286765
Module #EV100449W;66.414;63.043;62.47490725
Unit #RT000137R;5.806;5.491;5.437023469999999
Plant #CJ200276N;671.646;595.821;585.49009676
Unit #BA001375M;3.637;3.329;3.29327983
Unit #MZ000444Q;9.166;7.852;7.782431280000001
Unit #HT000497L;6.661;6.652;6.5964558
Module #CH101150Q;91.511;91.202;90.31046624000001
Unit #SQ001460F;5.765;5.25;5.207107500000001
Unit #GP000230Z;6.365;5.533;5.47230299
Unit #CJ000320J;5.369;5.115;5.0700391499999995
Unit #BP000499F;3.435;2.972;2.94596528
Plant #PC200535X;1002.257;998.114;973.6533745300001
Unit #VX001461L;7.764;7.61;7.546532600000001
Module #UT100092B;94.897;94.475;93.55634873
Module #CL101151D;56.846;54.03;53.462271359999995
Module #SO100363N;21.212;18.963;18.765784800000002
Plant #DV200190C;140.263;129.896;128.29844094
Module #KG100545W;44.74;43.217;42.80421823
Module #TA100274Q;35.525;31.444;31.11404044
Plant #MY200790E;128.038;37.263;36.892978410000005
Module #VK100180U;52.997;48.794;48.35994686
Plant #HE200256N;116.216;46.761;46.349001599999994
Unit #VK000811L;2.037;1.889;1.8701855600000001
Unit #LD000355K;2.645;2.597;2.5746657999999996
Module #OC100494N;77.25;70.834;70.17743775000001
Unit #UT000535A;2.492;2.444;2.4243258
Module #OV100487G;108.292;95.77;94.81406247000001
Plant #CX200378A;961.832;884.006;860.23467432
Unit #OC000909X;10.282;8.757;8.66522664
Unit #HD001500E;4.208;3.828;3.7887247200000003
Module #TO100760X;78.995;74.679;73.94049735
Unit #FH000374D;1.129;0.482;0.47800422000000004
Module #RL100122F;106.886;100.647;99.73052047
Module #SA100882P;56.43;50.74;50.2523886
Module #PT100883U;101.952;90.805;89.95651326000001
Module #FA100200Q;50.554;45.681;45.27539609
Unit #TZ000345E;1.591;1.543;1.52931359
Unit #OW000866O;1.617;1.519;1.5065442
Unit #WZ000064T;9.255;8.905;8.8129223
Unit #JN000056A;1.493;1.487;1.4733047300000002
Unit #VQ000434B;1.466;1.415;1.40315645
Module #UI100605E;81.086;73.061;72.36930824
Unit #LG000060W;4.635;4.541;4.50226527
Module #VT100620R;58.034;49.628;49.130645210000004
Module #RH101058K;92.906;90.809;89.58153824000001
Unit #IU001544O;10.273;10.045;9.952385099999999
Unit #ZM001202O;8.792;7.869;7.8023495700000005
Module #WX100290Q;80.245;76.484;75.7689603
Unit #NT000018Y;1.881;1.773;1.75801815
Unit #LE001332D;1.936;1.724;1.7079323199999998
Unit #YH001498D;7.884;7.812;7.734583079999999
Unit #MU000784U;5.753;5.478;5.42804064
Module #RZ100467Z;29.91;28.071;27.82537875
Module #US100123X;41.539;37.32;36.9644799
Unit #ZX000822V;6.754;6.077;6.0176884799999995
Unit #CC000933T;6.974;6.675;6.620531999999999
Unit #QH000128Y;3.339;2.873;2.84949886
Unit #ZT000163N;1.814;1.665;1.6473843
Module #QD100346P;86.424;82.835;82.02566963
Module #AN100338Z;89.959;83.791;83.03437526
Module #BD100426S;92.421;82.635;81.90180188
Unit #RH000528H;1.303;1.17;1.1600901000000001
Facility complex #FZ400001H;5517.554;5492.278;5269.63492615
Module #UN100055N;104.389;100.461;99.60255144000001
Plant #CI300312H;1215.21;364.041;359.02167364
Plant #LN200353U;563.297;503.682;494.96856978
Unit #DC001031G;3.853;3.703;3.66719199
Plant #ES200473S;135.811;133.576;131.62316198
Plant #JX200770Q;251.452;234.103;231.07399193
Module #FL100139A;104.017;103.116;102.09530868000002
Unit #QF001432U;2.491;2.204;2.18070372
Unit #AR001008Q;4.585;4.016;3.9740729600000004
Module #PY100795W;99.791;95.971;95.06752173999999
Unit #OT001520Q;3.827;3.394;3.3653885800000003
Unit #AC000427N;2.91;2.499;2.47405998
Module #DU100672L;21.281;19.033;18.8369601
Module #OD100863E;24.271;20.77;20.579331399999997
Module #UZ100741O;94.291;89.349;88.49718458
Unit #IH000362W;1.274;0.54;0.5352966
Module #KU100688J;106.282;104.719;103.26410876999999
Unit #TK000289F;2.381;2.223;2.20068108
Module #VF101032L;95.88;92.691;91.74616072
Plant #EZ300083X;1287.846;1162.411;1140.18862182
Module #OH100002X;92.791;91.149;90.28685048999999
Plant #OO200379E;113.998;31.582;31.32902818
Unit #VM001474G;5.031;4.408;4.36881288
Unit #ZR001568N;4.153;3.541;3.50824575
Unit #BY000985P;5.673;5.576;5.5155004000000005
Plant #TD200377Y;347.668;305.38;300.75412868999996
Module #YR100039T;75.704;67.026;66.40460627
Unit #BG001453W;7.245;6.501;6.4328045099999995
Module #HC100657U;83.014;75.782;75.07045527000001
Module #VC100025C;41.892;37.253;36.92832234
Unit #RH001272M;2.932;2.568;2.5455813600000003
Unit #LY000713V;5.636;5.081;5.029529469999999
Module #BW100820L;48.127;45.677;45.25307658
